"","id","complete","currentTime","startTime","device","browser","headphones","anonymous_id","difficulty","sounds/spontaneous_tap.wav","sounds/ratio/f_2-5_48-120.wav","sounds/ratio/f_2-3_80-120.wav","sounds/ratio/s_3-5_90-150.wav","sounds/ratio/s_2-3_90-135.wav","sounds/ratio/m_3-4_90-120.wav","sounds/ratio/s_2-5_90-225.wav","sounds/ratio/f_3-5_72-120.wav"
"11","1b0356ba57966b1e9de07c9a8ab522b0c9e729c73209897c35710cd5e0cadf98",TRUE,2020-04-27 09:41:09,2020-04-27 09:35:50,"Laptop (touchpad)","Firefox","computer speakers","","7","1394,2004,2614,3234,3859,4421,5080,5715,6381,7031,7657,8323,9039,9657,10340,10974,11600,12226,12885,13487,14082,14725,15295,15897,16531,17198,17865,18482,19117,19743,20410,21021","5439,6041,6563,7077,7656,8210,8804,9447,10041,10618,11213,11920,12571,13262,13968,14658,15357,16016,16763,17582,18401,19212,20064,20875,21646,22449,23244","4012,4991,5955,6992,8171,9683,10942,11858,12846,14027","1122,2158,2937,3427,3868,4407,4977,5523,6109,6672,7209,7796,8358,9000,9570,10132,10751,11385,11932,12518","6185,7261,8264,9213,10256,11437,12714","5820,6375,6552,6905,7081,7652,8351,8550,9025,9723,10760,11755,12936","5651,6196,6799,7441,8091,8726,9417,10075,10693,11400,12212","8879,9529,10316,11160,12027,12831,13617,14493,15408"
"12","206c88a28390e133903b7f1d62200901c522f82a7a722bdf2e88238f99307046",TRUE,2020-04-27 09:41:15,2020-04-27 09:34:41,"Laptop (external mouse)","Chrome","computer speakers","","8","5137.159999925643,5905.309999943711,6744.829999981448,7508.274999912828,8292.320000007749,9110.849999939092,9819.514999981038,10667.284999974072,11498.314999975264,12193.874999997206,13136.024999897927,13910.529999993742,14768.53499992285,15522.354999906383,16330.319999950007,17046.75999993924,17891.80999994278,18610.439999960363,19466.40999999363,20284.96499999892,21134.619999909773","4081.6300000296906,4564.619999960996,5076.129999943078,5512.19499995932,6049.725000048056,6541.744999936782,7021.865000016987,7488.020000047982,8017.035000026226,8500.959999975748,9013.425000011921,9549.619999947026,10055.82999996841,10586.015000008047,11063.304999959655,11525.400000042282,12047.819999977946,12529.674999997951,13081.804999965243,13560.229999944568,14039.77000003215,14567.72000005003,15097.65500004869,15703.695000032894,16163.910000002943,16584.569999948144,17065.820000017993,17501.67499994859,18037.669999990612,18551.740000024438,18993.80499997642,19491.82999995537,19976.230000029318,20565.504999947734,21017.894999939017,21585.77999996487,22031.30000003148,22547.705000033602,23069.0450000111,23543.57999993954","5095.379999955185,5515.064999926835,5991.309999953955,6519.059999962337,7016.409999923781,7519.759999937378,8026.219999999739,8516.579999937676,9044.274999992922,9504.205000004731,10001.774999895133,10508.63999989815,10983.459999901243,11498.389999964274,11988.669999991544,12470.869999960996,13022.980000008829,13513.864999986254,13973.084999946877","1254.1500000515953,2787.224999978207,3527.684999979101,4265.215000021271,4973.3199999900535,5618.879999965429,6257.630000007339,7078.420000034384,7756.040000007488,8447.60000007227,9265.514999977313,9872.169999987818,10537.58999996353,11018.924999982119,11600.54500005208,12233.074999996461,12872.270000050776","","3890.5249999370426,4380.87499991525,4972.390000009909,5704.879999975674,6396.175000001676,7104.4749999418855,7787.719999905676,8410.169999930076,9026.79499995429,9764.510000008158,10355.914999963716,11048.88499993831,11709.81499995105,12348.279999918304,12954.199999920093","3213.0349999060854,3563.289999961853,3951.054999954067,4523.619999992661,5119.034999981523,5897.209999966435,6510.8299999265,7049.524999922141,7574.314999976195,8213.20499991998,8929.014999885112,9576.459999894723,10175.66499998793,10783.604999887757,11443.144999910146,12059.649999951944,12719.25999992527","7881.990000023507,8339.825000031851,8916.510000010021,9639.260000083596,10480.139999999665,11072.860000072978,11718.010000069626,12386.260000057518,13026.36000001803,13713.055000058375,14544.639999978244,15196.555000031367,15937.135000014678"
"13","24145d2c290f2a52eef02e5db4faa250252559ea076275453fa76de94214080f",TRUE,2020-04-27 09:39:54,2020-04-27 09:34:27,"Smartphone (touchscreen)","Chrome","in-ear headphones","","7","2362.9000000073574,6362.299999978859,7110.699999961071,7904.099999985192,8594.89999996731,9286.900000006426,9949.800000002142,10627.89999996312,11260.799999989104,11981.900000013411,12629.599999985658,13307.299999985844,13912.299999967217,14608.299999963492,15253.199999977369,15906.59999998752,16535.499999998137,17156.19999996852,17804.200000013225,18481.59999999916,19130.499999970198,19836.799999990035,20528.5000000149,21220.19999998156,21882.799999963026","5730.899999965914,6190.999999991618,6708.699999959208,7170.099999988452,7645.999999949709,8192.599999951199,8710.900000005495,9258.899999957066,9763.099999981932,10282.49999997206,10888.199999986682,11506.899999978486,12016.00000000326,12573.499999998603,13164.599999960046,13682.999999960884,14230.599999951664,14806.699999957345,15642.39999995334,16148.499999952037,16623.299999977462,17069.499999983236,17314.29999996908,17544.999999983702,18092.00000000419,18625,19085.999999952037,19547.19999997178,19792.799999995623,20037.599999981467,20571.999999985565,21089.500000001863,21593.99999998277,22083.999999973457,22300.09999999311,22515.89999999851,23078.9999999688,23586.799999990035","4145.799999998417,4576.999999990221,4821.5999999665655,5036.699999996927,5585.599999991246,6089.399999997113,6334.999999962747,6579.799999948591,7083.199999993667,7602.599999983795,7833.799999963958,8078.19999998901,8602.399999974295,9075.899999996182,9346.2999999756,9590.799999947194,10110.09999999078,10614.599999971688,10831.29999996163,11104.999999981374,11595.09999997681,12083.899999968708,12315.09999994887,12574.399999983143,13111.399999994319,13628.399999986868,13885.399999970105,14088.799999968614","5886.100000003353,7110.19999999553,7800.199999997858,8275.599999993574,8708.599999954458,9140.299999970011,9529.500000004191,9919.200000003912,10393.199999991339,10854.499999957625,11286.299999977928,11704.3999999878,12179.799999983516,12654.899999964982","5071.800000034273,5474.300000001676,5704.600000055507,5920.70000001695,6122.499999997672,6468.5000000172295,6858.8000000454485,7088.700000022072,7304.400000022724,7750.300000014249,8240.600000019185,8470.800000010058,8687.300000048708,9090.60000005411,9551.100000040606,9752.900000021327,9955.400000035297,10403.10000005411,10877.800000016578,11080.000000016298,11324.40000004135,11756.000000052154,12218.20000000298,12418.500000028871,12649.100000038743","5774.399999994785,6349.899999971967,6537.399999971967,7098.899999982677,7731.999999959953,8150.299999979325,8410.59999994468,8611.69999995036,9000.59999997029,9663.299999956507,9836.099999956787,10128.199999977369,10426.799999957439,10629.199999966659,11046.599999943282,11623.199999972712,11809.599999978673,12141.299999959301,12413.999999989755,12616.799999959767,13005.599999974947","4954.900000011548,5661.099999968428,5889.80000000447,6064.49999997858,6308.599999989383,6524.099999980535,6771.499999973457,6940.899999986868,7130.200000014156,7375.699999975041,8441.599999961909,9191.300000005867,9723.300000012387,10313.09999997029,10889.90000000922,11467.499999969732,12115.400000009686,12763.600000005681","10155.49999999348,12141.400000022259,14070.899999991525,15079.200000036508"
"14","2a8f0930b52d5306ad26a07c1497f00e209f4a1b5e79db24e06203c063ef346d",TRUE,2020-04-27 09:40:26,2020-04-27 09:34:05,"Smartphone (touchscreen)","Chrome","in-ear headphones","KVJ","5","2078.4000000003434,2714.7999999997555,3371.300000000716,3932.399999999703,4520.6999999991385,5116.200000000419,5727.199999999371,6326.900000000023,8127.800000000221,8715.39999999915,9283.499999999563,9862.100000000297,10432.199999999313,11003.199999999197,12200.000000000757,12771.399999999645,13363.600000000617,13949.899999999616,14508.59999999922,15094.600000000384,15699.699999999226,16305.000000000291,16904.39999999944,17448.300000000047,18024.499999999534,18610.5000000007,19201.10000000024,20348.29999999967","6099.79999999993,7128.0999999999185,8147.200000001234,9144.799999999988,11166.800000000861,12199.200000000943,13218.200000001176,14181.59999999986,15152.600000001257,16161.10000000114,17180.800000000105,18184.900000000198,20186.30000000121,21188.700000000594,22159.40000000043,23159.80000000127","4128.0999999999185,4678.200000000303,5169.5,5654.999999998836,6147.399999999849,6624.59999999922,7156.799999998882,7661.199999998673,8149.299999999115,8631.199999999837,9135.699999998906,9597.89999999886,10167.400000000256,10647.19999999943,11136.699999999139,11634,12148.49999999936,12631.699999999953,13181.599999999919,13648.69999999972,14145.49999999872","5154.6999999991385,5579.099999999045,6000.500000000116,6402.500000000175,6776.599999999278,7174.699999999604,7574.399999999558,7957.699999999022,8761.49999999872,9187.09999999922,9554.899999999208,9962.900000000489,10395.80000000028,10779.300000000163,11181.999999998894,11567.499999999185,11932.699999999371,12318.19999999972,12726.09999999986","3840.4000000009546,4695.700000000215,5585.399999999936,8218.600000000151,9175.699999999779,10067.500000001019,10885.099999999511,11806.300000000192,12668.600000000879","5128.699999999255,5811.999999999884,6459.100000000035,7128.09999999986,8476.30000000028,9165.999999999243,9827.499999999418,10456.500000000233,11137.30000000028,11825.800000000512,12448.700000000827","5423.699999999371,5971.299999999232,6565.500000000582,7052.900000000605,7554.000000000058,8085.900000000023,8630.69999999972,9671.200000000652,10234.500000000466,10740.79999999958,11269.399999999208,11783.600000000675,12334.399999999732,12853.99999999936","5645.699999999109,6176.199999999866,6664.299999998562,7163.799999998446,7678.8999999989755,8147.699999999517,8642.099999999133,9167.699999999983,9659.899999998743,10164.600000000064,10665.399999999878,11136.49999999869,11634.399999999005,12138.100000000122,12646.199999999226,13128.09999999989,13637.600000000006,14135.599999999598,14682.499999998981,15151.299999999552,15633.299999999494"
"15","646ec78f088940e0b6092786c96ea4fbb219569da42e6b1416d5b73afdebeb16",TRUE,2020-04-27 09:41:37,2020-04-27 09:34:15,"Smartphone (touchscreen)","Samsung internet","smartphone speakers","nxt","3","2233.1999999878462,2950.299999996787,3762.300000002142,4606.499999994412,5360.300000000279,6128.100000001723,6906.399999978021,7722.399999998743,8524.299999990035,9321.49999999092,10096.900000004098,10871.199999994133,11623.699999996461,12427.700000000186,13206.199999985984,13965.799999976298,14736.399999994319,15473.999999987427,16177.199999976438,16944.799999997485,17720.09999997681,18533.199999976205,19318.499999993946,20165.79999998794,20967.89999998873","3109.20000000624,3643.899999995483,4160.499999998137,4646.100000012666,5155.100000003586,5615.900000004331,6105.299999995623,6630.899999989197,7125.399999989895,7629.099999991013,8125.700000004144,8623.90000000596,9120.599999994738,9571.800000005169,10053.40000000433,10528.400000010151,11085.20000000135,11577.09999999497,12081.999999994878,12596.500000014203,13068.700000003446,13571.100000001024,14100.89999999036,14673.500000004424,15179.000000003725,15627.700000011828,16111.899999988964,16621.699999988778,17153.699999995297,17635.799999989104,18114.80000001029,18607.500000012806,19088.400000007823,19569.09999999334,20061.50000001071,20555.80000000191,21058.199999999488,21566.900000005262,22058.500000013737,22564.89999999758,23067.700000014156,23553.000000014435","3158.499999990454,3676.6999999817926,4166.700000001583,4665.2999999932945,5160.799999983283,5647.499999991851,6150.3000000084285,6656.300000002375,7126.400000008289,7618.599999987055,8117.700000002515,8599.099999992177,9090.899999981048,9600.099999981467,10092.899999988731,10607.499999983702,11092.499999998836,11566.200000001118,12046.199999982491,12551.799999986542,13046.70000000624,13569.19999999809,14087.800000008428","5201.999999990221,5641.199999983655,6116.099999984726,6589.799999987008,7040.799999987939,7583.799999993062,8069.599999987986,8561.40000000596,9052.999999985332,9551.500000001397,10063.39999998454,10588.400000007823,11060.499999992317,11576.000000000931,12066.800000000512,12555.59999999241,12978.000000002794","3707.9000000085216,4187.799999985145,4632.600000011735,5081.600000004983,5528.599999990547,5959.7000000067055,6385.399999999208,6822.4000000045635,7281.500000011874,7722.0999999844935,8166.700000001583,8617.900000012014,9095.800000010058,9545.50000000745,10006.90000000759,10402.999999991152,10841.199999995297,11292.900000000373,11717.199999984587,12186.40000000596,12620.399999985239","5002.299999992829,5774.100000009639,6397.70000000135,7051.900000020396,7746.500000008382,8366.20000001858,9010.700000013458,9723.100000002887,10378.800000005867,11005.600000004051,11696.300000010524,12352.1999999939","4341.300000000047,5152.4999999965075,5629.400000005262,6123.699999996461,6595.999999990454,7014.80000000447,7474.199999996927,7926.999999996042,8324.300000007497,8793.899999989662,9241.199999989476,9688.300000008894,10142.599999991944,10625.2000000095,11089.299999992363,11533.100000000559,12008.00000000163,12488.299999997253,12975.99999999511","2178.8999999989755,5983.0999999830965,6547.39999998128,7063.899999979185,7547.199999971781,8055.6999999971595,8527.199999982258,9035.699999978533,9520.699999993667,10024.399999994785,10513.799999986077,11033.299999980954,11568.799999979092,12129.099999991013,12708.099999988917,13152.499999996508,13658.499999990454,14121.399999974528,14585.699999995995,15038.699999975506,15558.299999975134"
"16","647ec85acd5677632b57e35651db9011f94f757c383d1029d234a85e66123652",TRUE,2020-04-27 09:39:55,2020-04-27 09:34:40,"Laptop (touchpad)","Firefox","on-ear headphones","","3","2817,3542,4307,5044,5797,6543,7288,8033,8778,9472,10196,10839,11524,12239,12913,13658,14393,15077,15843,16546,17291,17976,18702,19455,20202,20924","3435,3978,4421,4884,5378,5910,6395,6928,7401,7865,8419,8903,9398,9900,10423,10908,11391,11905,12419,12953,13428,13910,14453,14918,15430,15894,16408,16901,17387,17920,18414,18897,19380,19925,20378,20922,21447,21910,22393,22928,23431","3420,4004,4457,4940,5444,5938,6422,6925,7449,7942,8437,8939,9402,9948,10439,10903,11457,11931,12444,12928,13432,13946,14441","5429,5862,6255,6708,7125,7525,8048,8051,8622,8984,9438,9790,10203,10585,11019,11431,11794,12218,12619","3202,3615,4079,4501,4955,5399,5872,6295,6748,7181,7634,8037,8491,8964,9408,9861,10324,10767,11162,11594,12046,12480,12923","5361,6105,6829,7464,8128,8751,9357,10111,10785,11418,12063,12727","4089,4632,5206,5749,6263,6757,7300,7824,8358,8911,9414,9958,10480,11025,11567,12060,12616","3484,4038,4522,4904,5428,5982,6457,6969,7423,7978,8500,8985,9469,9951,10474,10969,11443,11937,12441,12945,13439,13973,14427,14909,15452,15927"
"17","690fd403ade1ea92afd35a4f2305ce5752bc0a82b2922e300ec98a0a544c2553",TRUE,2020-04-27 09:42:56,2020-04-27 09:39:23,"Smartphone (touchscreen)","Chrome","in-ear headphones","Henrique","4","2316,3734,4912,6036,7029.000000000007,7976,10145,11296,12385,13434,14478,15528,16636,17711,18728,19793,20802,21910","3955,4838,5877,6861,7969,9028,10125,11384,12527,13834.00000000003,15134,16375,17444,18412,19668,20911,22144.00000000003,23451","3888,4650,5433,6077,6744,7410,8067,8761.000000000015,9400,10067,10761.000000000015,11500,12200,12882,13606.000000000015,14328","3587.0000000000146,4156,4856,5556,6231,6932.000000000029,7572,8220,8894,9530,10165,10839,11447,12105.00000000003,12764","4473,5256,6118,6860,7601,8308,9048,9748,10500,11175,11899,12583","4119,4825,5624,6291,7015,7774,8591,9374,10108,10874,11608,12340","3079,3607,4194,4777.000000000015,5293,5793,6326,6844,7369,7852,8402.000000000015,8954,9477,10008,10554.000000000015,11077,11610,12127,12643.000000000015","3491,4181,4882.000000000029,5585,6275.000000000029,7014,7848,8680,9545,10349,11214,12011,12804,13711,14564,15429"
"18","897473263848753e03eae1b47cfcde6d5d627961be058ba691a22acea9f0ca1d",TRUE,2020-04-27 09:40:33,2020-04-27 09:34:35,"Smartphone (touchscreen)","Firefox","smartphone speakers","David","1 - extremely easy","2507,3196,3897,4527,5210,5885,6597,7243,7904,8552,9218,9846,10497,11122,11800,12440,13128,13728,14438,15091,16488,17162,17792,18458,19087,19803,20454,21147,21757","2444,3350,3856,4396,4883,5379,5877,6390,6891,7366,7849,8335,8858,9356,9832,10323,10849,11363,11804,12306,12832,13354,13857,14353,14850,15322,15829,16369,16868,17330,17818,18342,18809,19759,20270,20816,21349,21871,22360,22846,23380","1942,2831,3542,4308,5076,5840,6542,7277,8017,8746,9502,10256,11024,11788,12560,13294,14018","2013,2640,3268,3950,4567,5177,5844,6482,7136,7915,8565,9193,9900,10560,11139,11849,12530","2521,3325,3966,4654,5317,5978,6626,7301,7975,8631,9304,9940,10641,11302,11943,12631","2010,2626,3300,3970,4654,5350,5986,6656,7316,7973,8607,9350,9980,10637,11309,11968,12634","2419,2949,3507,4001,4528,5073,5586,6141,6659,7203,7759,8290,8833,9896,10388,10944,11496,12019,12507,13009","2645,3433,4025,4553,5201,5876,6432,6922,7384,7860,8405,8922,9431,9909,10396,10881,11399,11873,12370,12903,13392,13898,14363,14868,15382,15871"
"19","9505cdeb105bca13011be787822fe5d4036442172578c4fc22960fd4c9574894",TRUE,2020-04-27 09:41:18,2020-04-27 09:34:06,"Smartphone (touchscreen)","Samsung Internet","smartphone speakers","Ana_teresa_queiroga","4","9750.800000008894,10343.900000007125,10932.400000005146,11475.600000005215,12052.500000005239,12620.60000000929,13230.899999995017,13785.40000000794,14431.299999996554,15015.299999999115,15649.900000003981,16169.200000003912,16813.90000000829,17446.70000000042,18047.099999996135,18652.499999996508,19231.200000009267,19849.300000001676,20415.600000007544,20961.999999999534,21573.7999999983","6314.799999992829,6805.500000002212,7325.700000001234,7813.49999998929,8345.600000000559,8844.40000000177,9351.299999994808,9860.599999999977,10373.099999997066,10851.699999999255,11316.599999991013,11835.899999990943,12347.59999999369,12853.600000002189,13356.999999989057,13832.79999998922,14373.699999996461,14872.69999999262,15353.39999999269,15830.60000000114,16326.900000000023,16858.89999999199,17345.000000001164,17864.69999999099,18300.09999999311,18809.800000002724,19308.499999999185,19819.999999992433,20337.49999999418,20845.699999990757,21361.999999993714,21853.999999992084,22350.89999999036,22847.69999999844,23351.999999998952","5826.999999990221,6316.099999996368,6824.499999987893,7314.4999999931315,7823.199999998906,8322.399999990012,8812.2999999905,9301.699999996345,9808.399999994435,10328.899999993155,10821.899999995367,11306.899999995949,11829.899999996996,12315.499999996973,12801.599999991595,13295.599999997648,13794.999999998254,14304.799999998068","7281.600000002072,7714.80000000156,8147.899999996298,8565.90000000142,8966.899999999441,9376.900000002934,9765.599999998813,10142.999999996391,10540.800000002491,10896.800000002258,11340.800000005402,11749.89999999525,12168.999999994412,12535.09999999369,12967.099999994389","3949.800000002142,4425.799999997253,4861.499999999069,5302.400000000489,5779.800000003888,6197.899999999208,6666.500000006636,7087.299999999232,7553.8999999989755,8010.500000003958,8450.400000001537,8892.399999996996,9346.999999994296,9771.599999992759,10203.099999998813,10677.700000000186,11113.400000002002,11554.300000003423,12021.899999992456,12472.099999999045,12905.59999999823","5342.600000003586,5986.700000008568,6662.900000010268,7317.800000004354,7994.5000000006985,8604.50000000128,9298.800000004121,10000.899999999092,10673.90000000887,11341.100000005099,12030.200000008335,12682.400000005146","8074.200000002747,8562.39999999525,9062.60000000475,9561.000000001513,10080.900000000838,10634.999999994761,11167.00000000128,11699.299999992945,12228.799999997136,12782.800000000861","6319.3000000028405,6804.200000013225,7338.100000008126,7834.800000011455,8324.200000002747,8824.200000002747,9344.50000000652,9875.800000008894,10340.800000005402,10840.600000010454,11337.60000001348,11790.600000007544,12302.700000000186,12809.800000002724,13309.500000003027,13798.000000009779,14349.500000011176,14825.400000001537,15291.500000006636,15791.200000006938"
"20","969af40d0c86beb074f1172ac752de0ff2372798b9f190eb6afa1c94ad0d8313",TRUE,2020-04-27 09:42:52,2020-04-27 09:39:00,"Laptop (touchpad)","Chrome","computer speakers","","8","1735.3149999980815,3397.5999999966007,4633.109999995213,5852.7349999931175,7071.400000015274,8200.035000016214,9319.0300000133,10398.344999994151,11583.6100000015,12744.854999997187,13923.650000011548,14984.895000001416,16096.460000000661,17201.08500000788,18295.6000000122,19310.61499999487,20279.810000007274,20732.164999993984,21151.639999996405,21638.765000010608","2103.3800000150222,3010.500000003958,3997.335000021849,4975.724999996601,6004.805000004126,6987.120000005234,7933.120000001509,9040.189999999711,10057.910000003176,10972.645000001648,11935.945000004722,12973.915000009583,14017.229999997653,14996.840000007069,15938.460000004852,16949.9599999981,17921.385000023292,18942.399999999907,20063.420000020415,21004.18499999796,21940.445000014734,22918.070000014268","2000.9600000048522,3029.994999989867,3994.184999988647,4981.889999995474,6011.219999985769,7008.094999997411,7987.679999991087,8999.680000008084,10013.695000001462,11008.299999986775,11996.119999996154,12995.659999985946,14008.700000005774","580.8499999984633,1933.5750000027474,2748.1949999928474,3884.9000000045635,4650.139999983367,5390.294999990147,6165.795000008075,7310.395000007702,8141.990000003716,9064.079999981914,9861.79500000435,10597.01500000665","2794.770000007702,3626.9500000053085,4582.170000008773,5447.1449999837205,6317.6300000050105,7226.540000003297,8148.099999991246,8995.750000001863,9875.379999983124,10773.584999988088,11640.064999985043,12562.47499998426","740.9549999865703,2033.1099999893922,2897.3899999982677,3984.8350000102073,5006.05500000529,6167.04000000027,7294.38000000664,8117.380000010598,9617.720000009285,10661.649999994552,11493.524999998044,12507.565000007162","1083.0849999911152,2011.9549999944866,3099.534999986645,4096.579999983078,5158.685000002151,6253.594999987399,7366.279999987455,8435.815000004368,9440.004999982193,10673.979999992298,11736.839999997756,12698.650000005728","999.6850000170525,1987.0200000004843,2976.6450000170153,3998.4300000069197,4902.930000011111,5999.215000018012,7001.179999992019,8063.750000001164,9051.364999992074,10048.884999996517,10989.419999998063,12149.925000005169,13080.944999994244,14060.70999999065,15198.470000002999"
"21","d2a356466b5410f9c2abb8a1980058e6affcacc43c2488bbed3b2e481cc92c3a",TRUE,2020-04-27 09:40:34,2020-04-27 09:34:50,"Laptop (external mouse)","Firefox","on-ear headphones","bokle","3","2262,3022,3039,3774,4519,5286,5310,6015,6030,6775,6798,7479,7504,8183,8199,8895,8910,9615,9630,10335,10359,11111,11137,11839,12559,12583,13279,13304,14031,14055,14767,15470,15494,16174,16199,16902,16918,17607,18310,18990,19015,19688,19703,20358,20383,21047,21071,21766,21791","2976,2993,4015,4032,5016,5032,6024,6048,7040,7056,8008,9000,9023,10016,10039,11024,12000,12016,12960,12984,14064,14080,15023,15040,15992,16015,16975,16991,17992,18016,19000,19023,19991,20007,21000,21015,22024,23008","4936,4953,6015,6025,7001,7016,8001,8017,9033,9049,9961,10000,10993,11016,12008,12033,12969,12985,14025","4984,5864,6616,6639,7464,7480,8239,8256,9031,9055,9799,9823,10576,11383,12200","4551,5479,6351,6367,7207,8143,8167,8983,9007,9887,10759,10774,11630,11647,12559,12582","1873,4929,6009,6024,6960,6977,7969,7985,8984,9001,9960,9977,10992,11008,11953,12952,12977","3144,3163,4176,4191,5224,5247,6335,6352,7408,7424,8504,9535,9552,10615,10639,11631,11656,12719","4040,4057,5023,5039,6031,6055,7040,7056,7984,8000,8968,8984,9992,10008,11000,11024,11984,12007,13007,14000,14023,15031,15984,16000"
